,date,returns
0,2015-01-01 00:00:00,0.007503249999999961
1,2015-02-01 00:00:00,0.09021474000000008
2,2015-03-01 00:00:00,-0.002273359999999997
3,2015-04-01 00:00:00,-0.015051899999999974
4,2015-05-01 00:00:00,0.023731749999999996
5,2015-06-01 00:00:00,0.010820020000000012
6,2015-07-01 00:00:00,1.8398147999999994
7,2015-08-01 00:00:00,-0.020996429999999983
8,2015-09-01 00:00:00,0.03450101999999995
9,2015-10-01 00:00:00,-0.004871090000000092
10,2015-11-01 00:00:00,0.01590608999999999
11,2015-12-01 00:00:00,0.03841764
12,2016-01-01 00:00:00,0.02240874000000001
13,2016-02-01 00:00:00,0.05886515000000002
14,2016-03-01 00:00:00,-0.007627300000000031
15,2016-04-01 00:00:00,-0.010858150000000004
16,2016-05-01 00:00:00,0.07855051
17,2016-06-01 00:00:00,0.026792849999999986
18,2016-07-01 00:00:00,0.01880692999999998
19,2016-08-01 00:00:00,-0.0015161299999999905
20,2016-09-01 00:00:00,0.027466169999999977
21,2016-10-01 00:00:00,-0.014671440000000001
22,2016-11-01 00:00:00,-0.06006631
23,2016-12-01 00:00:00,-0.013302329999999996
24,2017-01-01 00:00:00,-0.020743960000000027
25,2017-02-01 00:00:00,0.04756424000000001
26,2017-03-01 00:00:00,-0.00204615
27,2017-04-01 00:00:00,-0.005302519999999991
28,2017-05-01 00:00:00,0.04507191000000001
29,2017-06-01 00:00:00,0.021876419999999987
30,2017-07-01 00:00:00,-0.004590110000000003
31,2017-08-01 00:00:00,-0.019739440000000007
32,2017-09-01 00:00:00,-0.05578258999999996
33,2017-10-01 00:00:00,0.014528400000000009
34,2017-11-01 00:00:00,0.044465589999999985
35,2017-12-01 00:00:00,-0.014336919999999986
36,2018-01-01 00:00:00,-0.02754599999999999
37,2018-02-01 00:00:00,0.000172889999999995
38,2018-03-01 00:00:00,0.01300317
39,2018-04-01 00:00:00,0.03400943
40,2018-05-01 00:00:00,0.007647199999999986
41,2018-06-01 00:00:00,-0.015202699999999993
42,2018-07-01 00:00:00,-0.006114680000000012
43,2018-08-01 00:00:00,0.057803920000000064
44,2018-09-01 00:00:00,0.016909760000000003
45,2018-10-01 00:00:00,0.010082329999999945
46,2018-11-01 00:00:00,-0.03115086999999999
47,2018-12-01 00:00:00,0.025664910000000055
48,2019-01-01 00:00:00,-0.023749809999999982
49,2019-02-01 00:00:00,0.034811970000000025
50,2019-03-01 00:00:00,0.10813315999999995
51,2019-04-01 00:00:00,-0.0011404900000000079
52,2019-05-01 00:00:00,0.012872190000000006
53,2019-06-01 00:00:00,-0.012512520000000027
54,2019-07-01 00:00:00,-0.07417137000000001
55,2019-08-01 00:00:00,-0.023229979999999976
56,2019-09-01 00:00:00,-0.04039974999999999
57,2019-10-01 00:00:00,-0.03140489000000001
58,2019-11-01 00:00:00,0.01578096999999999
59,2019-12-01 00:00:00,-0.04156545999999997
60,2020-01-01 00:00:00,-0.14165197000000004
61,2020-02-01 00:00:00,0.10255541000000001
62,2020-03-01 00:00:00,-0.08501395000000003
63,2020-04-01 00:00:00,0.01367786999999987
64,2020-05-01 00:00:00,-0.04032198000000006
65,2020-06-01 00:00:00,-0.14141259999999994
66,2020-07-01 00:00:00,0.24801742
67,2020-08-01 00:00:00,0.05297442000000001
68,2020-09-01 00:00:00,-0.03589106999999996
69,2020-10-01 00:00:00,0.06518598999999999
70,2020-11-01 00:00:00,-0.06553810999999998
71,2020-12-01 00:00:00,0.051400650000000034
72,2021-01-01 00:00:00,0.11797288000000003
73,2021-02-01 00:00:00,0.018427710000000028
74,2021-03-01 00:00:00,0.004888390000000006
75,2021-04-01 00:00:00,0.018572409999999998
76,2021-05-01 00:00:00,0.02348847
77,2021-06-01 00:00:00,-0.03874061999999999
78,2021-07-01 00:00:00,0.008967550000000001
79,2021-08-01 00:00:00,0.03674989000000001
80,2021-09-01 00:00:00,0.0006932299999999995
81,2021-10-01 00:00:00,0.031366469999999994
82,2021-11-01 00:00:00,0.04971056000000001
83,2021-12-01 00:00:00,0.02382591999999998
84,2022-01-01 00:00:00,0.01620654999999993
85,2022-02-01 00:00:00,0.013186060000000005
86,2022-03-01 00:00:00,0.09293031000000002
87,2022-04-01 00:00:00,0.021388559999999945
88,2022-05-01 00:00:00,-0.016135580000000024
89,2022-06-01 00:00:00,0.021061610000000012
90,2022-07-01 00:00:00,-0.016056830000000008
91,2022-08-01 00:00:00,0.060605900000000004
92,2022-09-01 00:00:00,-0.05856186999999993
93,2022-10-01 00:00:00,-0.08330693000000003
94,2022-11-01 00:00:00,-0.09941202999999997
