,exit_date,avg_pnl_dollars,log,sum,bench
28,20170831,0.9979496891199792,-0.002052415644813394,0.21979172188163915,0.2458172270959884
29,20170929,0.934980326422135,-0.0672297911745691,0.15256193070707003,0.16481459765252637
30,20171031,1.001537652232495,0.0015364712557669777,0.154098401962837,0.1666056774190494
31,20171130,0.9781732044861452,-0.02206852392621769,0.1320298780366193,0.14114241385272175
32,20171229,1.0744579068905693,0.07181626173147265,0.20384613976809196,0.2261094894522473
33,20180228,0.9599981339690703,-0.04082393830436271,0.16302220146372925,0.17706282191592693
34,20180329,0.9893229238713767,-0.010734485111681515,0.15228771635204774,0.16449523255815834
35,20180430,0.949045643917021,-0.05229838467211258,0.09998933167993516,0.10515912782145853
36,20180531,0.9982446416091861,-0.0017569008376495839,0.09823243084228558,0.10321917747325249
37,20180629,1.0598878394348512,0.05816309067159268,0.15639552151387826,0.16928859043521927
38,20180731,1.0154251102113212,0.015307352604277206,0.17170287411815546,0.18732499581152307
39,20180831,1.0132438327844537,0.013156899939244182,0.18485977405739965,0.20304972951685296
40,20180928,0.6982742883480442,-0.3591432901602541,-0.17428351610285445,-0.15994130627431247
41,20181031,1.0250651681831324,0.024756189284581794,-0.14952732681827266,-0.13888509383237557
42,20181130,1.0333150062535301,0.0327720867820277,-0.11675524003624496,-0.11019704534839314
43,20181231,1.0079465939438932,0.007915186047051952,-0.10884005398919301,-0.10312614257770036
44,20190228,0.8255256416664889,-0.1917349541219463,-0.3005750081111393,-0.259607633357557
45,20190329,0.9539225764456802,-0.047172767592773356,-0.34774777570391263,-0.2937230060317261
46,20190430,0.9978340084891536,-0.0021683406632346733,-0.3499161163671473,-0.29525279600496745
47,20190531,0.9830815437044703,-0.01706320835432723,-0.36697932472147454,-0.3071760307751542
48,20190628,0.9790593828864055,-0.021162981614554106,-0.38814230633602864,-0.32168419224181244
49,20190731,1.0043606586380354,0.00435117851588268,-0.38379112782014596,-0.31872628855539575
50,20190830,0.9779540912535527,-0.02229255150763953,-0.4060836793277855,-0.333745586629257
51,20190930,0.9858498731745614,-0.014251194415644873,-0.42033487374343037,-0.34317317107646117
52,20191031,1.00932188191925,0.00927870132019208,-0.4110561724232383,-0.33705030893584054
53,20191129,1.0160138755948125,0.015887006144541416,-0.39516916627869686,-0.32643391505751973
54,20191231,1.0099988062780654,0.009949148949564066,-0.3852200173291328,-0.3196990582587049
55,20200228,1.059177598731826,0.05749275674341049,-0.3277272605857223,-0.27944048211145534
56,20200331,0.8770828292055253,-0.13115384499726876,-0.4588811055829911,-0.36800961943934596
57,20200430,1.0543790526646954,0.052952017976098706,-0.4059290876068924,-0.33364258125125723
58,20200529,0.9959711905818035,-0.004036946934549315,-0.4099660345414417,-0.3363272082957972
59,20200630,1.0064830550851362,0.006462130471774421,-0.4035039040696673,-0.3320245810286727
60,20200731,1.0099559174039145,0.009906683765909759,-0.39359722030375754,-0.325374272929549
61,20200831,1.011174886653216,0.011112908909430817,-0.3824843113943267,-0.3178354068961933
62,20200930,1.1115027249387643,0.1057129060059416,-0.27677140538838507,-0.2417721959083754
63,20201030,0.9688571729957084,-0.03163807424453003,-0.3084094796329151,-0.26538555324104474
64,20201130,1.0575743507638884,0.055977937517759105,-0.252431542115156,-0.22309060340712483
65,20201231,1.122398402092637,0.11546782615278157,-0.13696371596237444,-0.12799813469340215
66,20210226,0.9715063579420483,-0.02890746572692353,-0.165871181689298,-0.15284464371731465
67,20210331,1.0410492769963244,0.04022912472415563,-0.12564205696514236,-0.11806952883834676
68,20210430,0.9563974209691143,-0.04458174000436955,-0.1702237969695119,-0.15652397190691902
69,20210528,1.019369653571888,0.019184449569467313,-0.1510393474000446,-0.14018613344656405
70,20210630,0.9672717765704946,-0.03327577175420483,-0.18431511915424942,-0.16832631377891183
71,20210730,0.8871626230846297,-0.11972697290846836,-0.30404209206271776,-0.2621701909816362
72,20210831,1.0472947659297078,0.046210426104447644,-0.2578316659582701,-0.22727470286815166
73,20210930,1.0581906079767234,0.056560475977635194,-0.20127118998063492,-0.18230934802905518
74,20211029,0.9211037005314398,-0.08218265348278343,-0.28345384346341834,-0.24682211457959702
75,20211130,1.0517607435828569,0.050465658395062854,-0.2329881850683555,-0.20783706718007322
76,20211231,0.9578951897418837,-0.04301691227634156,-0.2760050973446971,-0.2411909371599692
77,20220228,0.9295177608492502,-0.07308936404273027,-0.34909446138742734,-0.2946734989968166
78,20220331,0.9567268891135439,-0.044237310584963496,-0.39333177197239083,-0.32519517088588346
79,20220429,0.9550742354463897,-0.045966208070778045,-0.4392979800431689,-0.3555112937583035
80,20220531,1.0509173395784797,0.04966343949492519,-0.3896345405482437,-0.3226956434481
81,20220630,1.0149774977739603,0.01486644256717235,-0.37476809798107136,-0.31255131895555033
82,20220729,1.1977506094296382,0.18044530559301944,-0.19432279238805192,-0.1766079233274095
83,20220831,1.040423095170191,0.03962745270256446,-0.15469533968548746,-0.14332386704969213
84,20220930,0.9494005414817053,-0.0519245025241243,-0.20661984220961177,-0.1866712155025244
85,20221031,1.0330379953490931,0.03250397101876597,-0.17411587119084582,-0.1598004629030133
86,20221130,1.1867424385754792,0.17121210688947588,-0.002903764301369932,-0.002899552455533083
87,20221230,1.1273748196612088,0.11989176154027525,0.11698799723890532,0.12410593723455388
88,20230228,0.9775152331670879,-0.022741403441394956,0.09424659379751037,0.0988306773403429
89,20230331,0.9831196962327108,-0.017024399988763924,0.07722219380874644,0.08028208171802165
90,20230428,0.9998283825719443,-0.0001716321560115944,0.07705056165273484,0.08009668648558255
91,20230531,1.0283393951472226,0.027945263466573157,0.104995825119308,0.11070597328110332
92,20230630,0.994454775051662,-0.0055606567833065435,0.09943516833600145,0.1045468588077969
93,20230731,1.0160143302140043,0.015887453598164892,0.11532262193416634,0.12223543694158612
94,20230831,0.9976792637726442,-0.0023234333092928333,0.11299918862487351,0.11963102450745322
95,20230929,0.9727870688632169,-0.02759006055675664,0.08540912806811687,0.08916258253892595
96,20231031,0.9667223858704332,-0.03384391278121374,0.05156521528690313,0.052917850392833365
97,20231130,1.0607388016983164,0.05896564807857284,0.11053086336547596,0.11687081891246098
98,20231229,1.0528240570235967,0.0514761318441809,0.16200699520965686,0.17586846673868406
99,20240229,1.0210525335258207,0.020833990871424665,0.1828409860810815,0.2006234770566555
100,20240328,0.998666945328929,-0.001333943978867531,0.181507042102214,0.19902298032236776
101,20240430,1.0168165140219927,0.01667668193155199,0.198183724033766,0.21918636708365025
102,20240531,0.9544633611909398,-0.04660602189519785,0.15157770213856814,0.16366871784483172
103,20240628,0.9603374796432219,-0.04047051500139586,0.11110718713717227,0.11751468363476536
104,20240731,1.0812021144829567,0.07807349109985308,0.18918067823702533,0.20825923891166065
105,20240830,1.0447778984422602,0.04380432545167795,0.23298500368870328,0.26236254840356943
106,20240930,0.9581529283208091,-0.04274788084852903,0.19023712284017424,0.20953637235539935
107,20241031,1.0440122082608083,0.04307118312848221,0.23330830596865645,0.26277073907452775
108,20241129,1.0093561664217725,0.009312668601457155,0.2426209745701136,0.2745854322618537
109,20241231,1.0511589109715247,0.04989328024789053,0.29251425481800414,0.3397918349165401
110,20250228,1.0349504804512533,0.03435358059809056,0.3268678354160947,0.3866182032515395
111,20250331,0.9893358758714639,-0.010721393415337418,0.3161464420007573,0.3718311346131773
112,20250430,0.9882985393861733,-0.011770461506409887,0.30437598049434744,0.3557787066226801
113,20250530,0.938903642484837,-0.06304242220142323,0.24133355829292422,0.2729455660514155
114,20250630,1.0652691181140643,0.06322746030472251,0.3045610185976467,0.3560296005547998
